"","ids","X.1","X","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","pc","ecp","lon_origin","lat_origin","lon_dest","lat_dest","fastest_time_in_s","fastest_distance_in_m","quietest_time_in_s","quietest_distance_in_m"
"891",890,891,913651,"E02002339","E02002387",9,0,0,0,1,0,0,7,0,1,0,0,7659.7846851164,0.0648337005,0.5835033045,-0.4164966955,-1.6941821605,53.8680881823,-1.6352400439,53.808721822,2530,9206,3810,12774
"893",892,893,913653,"E02002339","E02002391",13,0,0,0,2,0,0,10,0,0,1,0,7149.2026302948,0.0718041266,0.9334536464,0.9334536464,-1.6941821605,53.8680881823,-1.6682097793,53.8056954082,2532,9971,3423,11546
"897",896,897,913657,"E02002339","E02002395",11,0,0,1,0,0,0,10,0,0,0,0,7093.0556395781,0.072614988,0.7987648679,0.7987648679,-1.6941821605,53.8680881823,-1.6932426898,53.8043391989,2637,9231,3477,8681
"936",935,936,913901,"E02002340","E02002332",8,0,0,0,2,0,0,3,1,2,0,0,5066.2207796583,0.1089117933,0.8712943463,-1.1287056537,-1.6785346758,53.8686194272,-1.7052666419,53.9113271892,1537,7007,1787,8831
"937",936,937,913902,"E02002340","E02002333",52,0,0,0,3,0,0,43,4,0,2,0,3628.6879065075,0.1451902416,7.5498925619,7.5498925619,-1.6785346758,53.8686194272,-1.6876952052,53.9007791557,1045,5013,1463,5658
"939",938,939,913904,"E02002340","E02002336",155,0,0,0,3,2,2,90,10,4,44,0,4046.5529009542,0.1335494598,20.7001662658,16.7001662658,-1.6785346758,53.8686194272,-1.6243652108,53.8858954673,1246,5600,1352,6368
"940",939,940,913905,"E02002340","E02002337",44,0,0,0,5,1,0,30,3,2,3,0,4463.3867415429,0.1228673264,5.4061623632,3.4061623632,-1.6785346758,53.8686194272,-1.7433977723,53.8804538587,1688,6480,1779,6565
"941",940,941,913906,"E02002340","E02002338",99,0,0,0,7,1,1,59,10,1,20,0,2120.6641978874,0.1963010863,19.4338075424,18.4338075424,-1.6785346758,53.8686194272,-1.7105896018,53.87071637,523,2780,551,2869
"942",941,942,913907,"E02002340","E02002339",232,0,0,1,2,1,0,86,11,7,124,0,1030.6339916896,0.244118967,56.635600354,49.635600354,-1.6785346758,53.8686194272,-1.6941821605,53.8680881823,251,1460,251,1460
"945",944,945,913910,"E02002340","E02002342",5,0,0,0,0,0,0,5,0,0,0,0,3745.7455420932,0.141830597,0.7091529848,0.7091529848,-1.6785346758,53.8686194272,-1.6224194963,53.8628501517,1384,5600,1384,5600
"946",945,946,913911,"E02002340","E02002343",84,0,0,0,0,0,0,46,10,2,26,0,1388.8297065437,0.2272422282,19.0883471729,17.0883471729,-1.6785346758,53.8686194272,-1.6775621599,53.8561494482,429,1742,535,1736
"947",946,947,913912,"E02002340","E02002345",15,0,0,0,1,0,0,13,0,0,1,0,5973.5424898049,0.0908376618,1.3625649264,1.3625649264,-1.6785346758,53.8686194272,-1.5896573219,53.8575607216,2038,9247,2079,9023
"948",947,948,913913,"E02002340","E02002346",5,0,0,0,0,0,0,4,0,1,0,0,4446.9909874314,0.1232708882,0.6163544412,-0.3836455588,-1.6785346758,53.8686194272,-1.6186437517,53.8500711391,1433,5609,1517,5528
"950",949,950,913915,"E02002340","E02002348",20,0,0,0,1,0,0,16,2,1,0,0,5456.3579479224,0.1007367708,2.0147354161,1.0147354161,-1.6785346758,53.8686194272,-1.604851375,53.8460916699,1686,6964,1770,6883
"952",951,952,913917,"E02002340","E02002350",37,0,0,0,4,0,0,27,4,2,0,0,3217.8700638307,0.1576233714,5.8320647405,3.8320647405,-1.6785346758,53.8686194272,-1.645681837,53.8471890098,907,4075,991,3994
"957",956,957,913922,"E02002340","E02002356",93,0,0,1,10,1,0,57,7,6,11,0,3276.2332336931,0.1557941879,14.4888594755,8.4888594755,-1.6785346758,53.8686194272,-1.6698365717,53.8396256342,778,4420,986,4361
"958",957,958,913923,"E02002340","E02002357",38,0,0,0,8,0,0,29,1,0,0,0,4872.3930754463,0.1132167202,4.3022353666,4.3022353666,-1.6785346758,53.8686194272,-1.6291347025,53.835990229,1115,5832,1434,5746
"963",962,963,913928,"E02002340","E02002362",13,0,0,0,1,0,0,12,0,0,0,0,6030.2394222078,0.0898134364,1.1675746735,1.1675746735,-1.6785346758,53.8686194272,-1.6131811509,53.8306166402,1487,7025,1827,7184
"967",966,967,913932,"E02002340","E02002368",6,0,0,0,0,0,1,5,0,0,0,0,4946.3365304815,0.1115547128,0.669328277,0.669328277,-1.6785346758,53.8686194272,-1.6852862057,53.8243425956,1824,7358,2788,7184
"971",970,971,913936,"E02002340","E02002374",7,0,0,0,1,0,0,5,0,0,1,0,7787.9189277707,0.0631933257,0.4423532797,0.4423532797,-1.6785346758,53.8686194272,-1.5978264373,53.8174200785,1902,9291,2167,9131
"972",971,972,913937,"E02002340","E02002375",2,0,0,0,0,0,0,2,0,0,0,0,6334.8511341249,0.0845051304,0.1690102609,0.1690102609,-1.6785346758,53.8686194272,-1.6270046147,53.8205240553,1834,7967,2070,7627
"976",975,976,913941,"E02002340","E02002380",6,0,0,0,0,0,0,6,0,0,0,0,6413.7105094246,0.0831827815,0.4990966887,0.4990966887,-1.6785346758,53.8686194272,-1.6413464562,53.8153341658,1971,8210,2582,9153
"977",976,977,913942,"E02002340","E02002381",8,0,0,0,1,0,0,6,0,0,1,0,5877.7424104057,0.0925948933,0.7407591467,0.7407591467,-1.6785346758,53.8686194272,-1.6550978034,53.8176424986,1789,8311,2110,7874
"983",982,983,913948,"E02002340","E02002387",11,0,0,0,0,0,0,9,0,1,1,0,7247.6956477237,0.0704035259,0.7744387844,-0.2255612156,-1.6785346758,53.8686194272,-1.6352400439,53.808721822,2310,9084,2585,8794
"987",986,987,913952,"E02002340","E02002391",16,0,0,1,0,0,0,12,0,0,3,0,7033.8793915081,0.0734795103,1.1756721653,1.1756721653,-1.6785346758,53.8686194272,-1.6682097793,53.8056954082,2312,9849,2630,8983
"991",990,991,913956,"E02002340","E02002395",20,0,0,0,0,0,0,20,0,0,0,0,7217.0859605626,0.0708358538,1.4167170766,1.4167170766,-1.6785346758,53.8686194272,-1.6932426898,53.8043391989,2549,9521,3513,9347
"1023",1022,1023,914070,"E02002340","E02006852",18,0,0,0,3,0,0,13,0,1,1,0,7236.1900150331,0.0705657198,1.2701829568,0.2701829568,-1.6785346758,53.8686194272,-1.5867043323,53.832819017,2042,9428,2465,9954
"1032",1031,1032,914222,"E02002341","E02002335",18,0,0,0,1,0,0,15,1,0,1,0,6053.4697231202,0.0893971256,1.6091482616,1.6091482616,-1.5553319814,53.869697221,-1.4710718403,53.8916514302,2478,10971,2626,11013
"1033",1032,1033,914223,"E02002341","E02002336",21,0,0,0,0,0,1,16,3,0,1,0,4883.9809493352,0.1129546358,2.3720473513,2.3720473513,-1.5553319814,53.869697221,-1.6243652108,53.8858954673,1986,6978,2029,7150
"1039",1038,1039,914229,"E02002341","E02002342",4,0,0,0,1,0,0,2,0,0,1,0,4477.2177078254,0.1225279213,0.4901116852,0.4901116852,-1.5553319814,53.869697221,-1.6224194963,53.8628501517,1886,6787,1886,6787
"1041",1040,1041,914231,"E02002341","E02002344",31,0,0,0,1,0,0,26,0,0,4,0,2626.9686976259,0.1773967474,5.4992991708,5.4992991708,-1.5553319814,53.869697221,-1.5253058419,53.8541243112,974,3342,974,3342
"1042",1041,1042,914232,"E02002341","E02002345",28,0,0,0,3,0,0,21,2,0,2,0,2630.431706446,0.1772739247,4.9636698912,4.9636698912,-1.5553319814,53.869697221,-1.5896573219,53.8575607216,1075,3715,1075,3715
"1043",1042,1043,914233,"E02002341","E02002346",8,0,0,0,0,0,0,8,0,0,0,0,4702.1200239351,0.1171386727,0.9371093817,0.9371093817,-1.5553319814,53.869697221,-1.6186437517,53.8500711391,1877,6189,1877,6189
"1044",1043,1044,914234,"E02002341","E02002347",78,0,0,0,0,0,0,52,9,1,16,0,2285.8754232832,0.1899208469,14.8138260568,13.8138260568,-1.5553319814,53.869697221,-1.5519706135,53.8492478781,937,3031,978,3110
"1045",1044,1045,914235,"E02002341","E02002348",34,0,0,0,0,0,0,27,5,2,0,0,4184.2346954857,0.1299221644,4.4173535887,2.4173535887,-1.5553319814,53.869697221,-1.604851375,53.8460916699,1686,5848,1714,5987
"1046",1045,1046,914236,"E02002341","E02002349",28,0,0,0,1,0,0,22,4,0,1,0,4790.2156977999,0.1150928663,3.222600255,3.222600255,-1.5553319814,53.869697221,-1.4977270094,53.8433559571,1478,5853,1478,5853
"1047",1046,1047,914237,"E02002341","E02002350",11,0,0,0,0,0,0,11,0,0,0,0,6448.9768036484,0.082598136,0.9085794962,0.9085794962,-1.5553319814,53.869697221,-1.645681837,53.8471890098,2778,8251,2778,8251
"1049",1048,1049,914239,"E02002341","E02002352",59,0,0,0,2,1,0,43,10,0,3,0,3473.1191242729,0.1497786668,8.8369413419,8.8369413419,-1.5553319814,53.869697221,-1.5316182735,53.8418058636,1206,4307,1348,5295
"1050",1049,1050,914240,"E02002341","E02002353",17,0,0,0,0,0,0,17,0,0,0,0,4058.4098693093,0.1332331366,2.264963323,2.264963323,-1.5553319814,53.869697221,-1.5182369926,53.84054915,1352,5391,1427,5871
"1051",1050,1051,914241,"E02002341","E02002354",44,0,0,0,1,0,0,40,0,0,3,0,3397.8572087997,0.1520502461,6.6902108299,6.6902108299,-1.5553319814,53.869697221,-1.5485327985,53.8394232219,1265,4473,1425,4643
"1053",1052,1053,914243,"E02002341","E02002357",21,0,0,0,1,0,0,18,0,1,1,0,6134.8835598461,0.0879532798,1.8470188768,0.8470188768,-1.5553319814,53.869697221,-1.6291347025,53.835990229,2147,8308,2381,8357
"1054",1053,1054,914244,"E02002341","E02002358",19,0,0,0,0,0,1,17,1,0,0,0,7329.5421736644,0.0692604503,1.3159485549,1.3159485549,-1.5553319814,53.869697221,-1.4598015075,53.8357920354,2048,8589,2335,9364
"1056",1055,1056,914246,"E02002341","E02002360",24,0,0,0,0,0,0,21,3,0,0,0,3959.9814436323,0.1358819081,3.261165795,3.261165795,-1.5553319814,53.869697221,-1.5647986011,53.834548605,1285,5174,1299,5113
"1057",1056,1057,914247,"E02002341","E02002361",32,0,0,0,0,0,0,32,0,0,0,0,5252.4065197798,0.104930809,3.3577858869,3.3577858869,-1.5553319814,53.869697221,-1.5143714712,53.8291749544,1681,6636,1723,7544
"1058",1057,1058,914248,"E02002341","E02002362",16,0,0,0,0,0,0,14,1,0,1,0,5778.5342266394,0.0944504756,1.5112076095,1.5112076095,-1.5553319814,53.869697221,-1.6131811509,53.8306166402,1928,8042,2042,8244
"1059",1058,1059,914249,"E02002341","E02002363",44,0,0,0,2,2,0,37,2,0,1,0,4740.4433400881,0.1162442762,5.1147481547,5.1147481547,-1.5553319814,53.869697221,-1.5348689623,53.828844426,1534,6031,1707,5908
"1060",1059,1060,914250,"E02002341","E02002364",28,0,1,0,1,0,0,24,0,1,1,0,7553.5531704686,0.0662259143,1.8543255995,0.8543255995,-1.5553319814,53.869697221,-1.4664255759,53.8267392129,2156,9142,2512,10401
"1061",1060,1061,914251,"E02002341","E02002366",7,0,0,0,1,0,0,6,0,0,0,0,6229.3759122366,0.0863067053,0.6041469368,0.6041469368,-1.5553319814,53.869697221,-1.4940384943,53.827020389,1921,8530,2174,8478
"1062",1061,1062,914252,"E02002341","E02002367",12,0,0,0,3,0,0,9,0,0,0,0,5264.9759524342,0.1046673561,1.2560082732,1.2560082732,-1.5553319814,53.869697221,-1.5512470911,53.822437902,1737,6991,1818,6919
"1064",1063,1064,914254,"E02002341","E02002369",13,0,0,0,0,0,0,12,0,0,1,0,7428.6188698633,0.067901539,0.8827200076,0.8827200076,-1.5553319814,53.869697221,-1.479266593,53.820355325,2210,9766,2312,9818
"1065",1064,1065,914255,"E02002341","E02002371",35,0,0,0,0,0,1,34,0,0,0,0,5833.7462064461,0.0934132533,3.2694638652,3.2694638652,-1.5553319814,53.869697221,-1.530848943,53.8193025853,1776,7402,1931,7989
"1066",1065,1066,914256,"E02002341","E02002373",18,0,0,0,1,0,0,16,0,1,0,0,5951.1881779074,0.0912446937,1.6424044858,0.6424044858,-1.5553319814,53.869697221,-1.5813803838,53.8184752721,1947,7715,2012,7576
"1067",1066,1067,914257,"E02002341","E02002374",8,0,0,0,0,0,0,7,1,0,0,0,6453.6141560424,0.0825215642,0.6601725136,0.6601725136,-1.5553319814,53.869697221,-1.5978264373,53.8174200785,2038,8870,2013,8413
"1068",1067,1068,914258,"E02002341","E02002376",4,0,0,0,1,0,0,2,1,0,0,0,7022.6985049734,0.0736440074,0.2945760296,0.2945760296,-1.5553319814,53.869697221,-1.5006442299,53.815492733,2073,9446,2264,9791
"1069",1068,1069,914259,"E02002341","E02002377",5,0,0,0,0,0,0,5,0,0,0,0,6490.3507119764,0.0819174745,0.4095873726,0.4095873726,-1.5553319814,53.869697221,-1.5194226834,53.8153651938,1864,8370,2115,8934
"1073",1072,1073,914263,"E02002341","E02002382",13,0,0,0,1,1,0,11,0,0,0,0,7121.0033860638,0.0722102352,0.9387330574,0.9387330574,-1.5553319814,53.869697221,-1.5121470392,53.8110109367,2168,8801,2461,9804
"1074",1073,1074,914264,"E02002341","E02002384",60,0,0,0,1,0,0,53,4,1,1,0,6716.6267785264,0.0782929154,4.6975749252,3.6975749252,-1.5553319814,53.869697221,-1.5450850219,53.8096337814,2166,8763,2266,9481
"1075",1074,1075,914265,"E02002341","E02002385",10,0,0,1,1,0,0,8,0,0,0,0,7102.6361333927,0.0724759837,0.7247598372,0.7247598372,-1.5553319814,53.869697221,-1.5824764839,53.8079116016,2196,9035,2305,9137
"1078",1077,1078,914268,"E02002341","E02002388",2,0,0,0,0,0,0,1,1,0,0,0,7674.8922716224,0.0646381,0.1292762,0.1292762,-1.5553319814,53.869697221,-1.6102509195,53.8088425684,2578,10294,2660,10225
"1082",1081,1082,914272,"E02002341","E02002392",113,0,0,0,23,0,1,73,9,6,1,0,7250.1533067292,0.0703689288,7.9516889532,1.9516889532,-1.5553319814,53.869697221,-1.5609149148,53.8046175701,2509,9987,2646,9520
"1083",1082,1083,914273,"E02002341","E02002393",107,0,0,0,8,0,0,93,4,1,1,0,7541.7003448998,0.0663830933,7.1029909873,6.1029909873,-1.5553319814,53.869697221,-1.523831007,53.804524144,2233,9442,2458,10293
"1084",1083,1084,914274,"E02002341","E02002394",19,0,0,0,0,0,0,19,0,0,0,0,7996.1414489482,0.0606157151,1.1516985873,1.1516985873,-1.5553319814,53.869697221,-1.5096383515,53.8031039327,2449,10133,2727,11104
"1122",1121,1122,914432,"E02002341","E02006852",52,0,0,0,5,0,1,40,3,1,2,0,4593.0075332558,0.1197230272,6.2255974124,5.2255974124,-1.5553319814,53.869697221,-1.5867043323,53.832819017,1545,5899,1545,5899
"1123",1122,1123,914433,"E02002341","E02006861",37,0,0,0,1,0,0,33,3,0,0,0,5788.691980734,0.0942587894,3.4875752088,3.4875752088,-1.5553319814,53.869697221,-1.5650215028,53.8179856472,2274,8528,2427,7275
"1127",1126,1127,914561,"E02002342","E02002332",9,0,0,0,2,0,0,5,0,2,0,0,7664.5982667333,0.0647713141,0.5829418267,-1.4170581733,-1.6224194963,53.8628501517,-1.7052666419,53.9113271892,2104,9887,2263,9664
"1128",1127,1128,914562,"E02002342","E02002333",35,0,0,0,3,1,0,27,2,0,2,0,6018.7029855923,0.0900209011,3.1507315376,3.1507315376,-1.6224194963,53.8628501517,-1.6876952052,53.9007791557,1698,6936,1768,7650
"1131",1130,1131,914565,"E02002342","E02002336",55,0,0,0,4,2,0,41,6,1,1,0,2567.4350770218,0.1795215864,9.8736872526,8.8736872526,-1.6224194963,53.8628501517,-1.6243652108,53.8858954673,729,2961,729,2961
"1133",1132,1133,914567,"E02002342","E02002338",10,0,0,0,0,0,0,8,2,0,0,0,5863.8613844463,0.0928523129,0.9285231292,0.9285231292,-1.6224194963,53.8628501517,-1.7105896018,53.87071637,2220,9314,2137,7866
"1134",1133,1134,914568,"E02002342","E02002339",22,0,0,0,0,1,0,17,3,0,1,0,4755.2158959116,0.1159013381,2.5498294379,2.5498294379,-1.6224194963,53.8628501517,-1.6941821605,53.8680881823,1781,6452,1837,6457
"1135",1134,1135,914569,"E02002342","E02002340",13,0,0,0,1,0,0,12,0,0,0,0,3745.7455420932,0.141830597,1.8437977604,1.8437977604,-1.6224194963,53.8628501517,-1.6785346758,53.8686194272,1659,5605,1740,5203
"1136",1135,1136,914570,"E02002342","E02002341",7,0,0,0,0,0,0,5,1,0,0,1,4477.2177078254,0.1225279213,0.8576954492,0.8576954492,-1.6224194963,53.8628501517,-1.5553319814,53.869697221,1600,6787,1602,6818
"1138",1137,1138,914572,"E02002342","E02002343",13,0,0,1,0,0,0,11,1,0,0,0,3702.6875647094,0.1430572589,1.8597443652,1.8597443652,-1.6224194963,53.8628501517,-1.6775621599,53.8561494482,1715,5806,2078,6541
"1139",1138,1139,914573,"E02002342","E02002344",2,0,0,0,0,0,0,1,0,0,1,0,6460.8776689152,0.0824017719,0.1648035439,0.1648035439,-1.6224194963,53.8628501517,-1.5253058419,53.8541243112,1961,8705,1963,8736
"1140",1139,1140,914574,"E02002342","E02002345",42,0,0,0,1,2,0,20,12,0,7,0,2233.9464651273,0.1919036037,8.0599513533,8.0599513533,-1.6224194963,53.8628501517,-1.5896573219,53.8575607216,693,3392,695,3423
"1141",1140,1141,914575,"E02002342","E02002346",105,0,0,2,4,0,1,38,7,1,52,0,1443.2996572757,0.2247800893,23.6019093726,22.6019093726,-1.6224194963,53.8628501517,-1.6186437517,53.8500711391,587,2008,594,2048
"1142",1141,1142,914576,"E02002342","E02002347",8,0,0,0,2,0,0,5,0,0,1,0,4874.7653452369,0.1131630168,0.9053041343,0.9053041343,-1.6224194963,53.8628501517,-1.5519706135,53.8492478781,1618,6648,1845,6380
"1143",1142,1143,914577,"E02002342","E02002348",90,0,0,0,3,0,0,59,8,1,19,0,2193.6233644086,0.1934574907,17.4111741585,16.4111741585,-1.6224194963,53.8628501517,-1.604851375,53.8460916699,691,2582,698,2622
"1145",1144,1145,914579,"E02002342","E02002350",66,0,0,0,4,2,0,46,5,1,8,0,2319.0308757536,0.1886656309,12.4519316383,11.4519316383,-1.6224194963,53.8628501517,-1.645681837,53.8471890098,1192,3325,1192,3325
"1147",1146,1147,914581,"E02002342","E02002352",13,0,0,1,0,0,0,12,0,0,0,0,6415.706080647,0.0831495886,1.0809446524,1.0809446524,-1.6224194963,53.8628501517,-1.5316182735,53.8418058636,1930,8070,2419,8329
"1148",1147,1148,914582,"E02002342","E02002353",4,0,0,0,0,0,0,3,0,1,0,0,7288.9148273376,0.0698255165,0.2793020661,-0.7206979339,-1.6224194963,53.8628501517,-1.5182369926,53.84054915,2133,9276,2671,10006
"1149",1148,1149,914583,"E02002342","E02002354",9,0,0,0,0,0,0,8,1,0,0,0,5515.4100885549,0.0995540245,0.8959862208,0.8959862208,-1.6224194963,53.8628501517,-1.5485327985,53.8394232219,1752,7483,2292,7913
"1150",1149,1150,914584,"E02002342","E02002356",51,0,0,1,1,3,0,45,1,0,0,0,4050.3965044809,0.133446837,6.8057886867,6.8057886867,-1.6224194963,53.8628501517,-1.6698365717,53.8396256342,1372,5549,1708,6075
"1151",1150,1151,914585,"E02002342","E02002357",28,0,0,1,1,0,0,19,2,1,3,1,3020.9375362945,0.1639554865,4.5907536229,3.5907536229,-1.6224194963,53.8628501517,-1.6291347025,53.835990229,795,3431,795,3431
"1154",1153,1154,914588,"E02002342","E02002360",6,0,0,0,2,0,0,4,0,0,0,0,4928.0780688345,0.111962821,0.671776926,0.671776926,-1.6224194963,53.8628501517,-1.5647986011,53.834548605,1309,6082,1561,6218
"1156",1155,1156,914590,"E02002342","E02002362",18,0,0,0,1,0,0,13,3,0,1,0,3637.4912125744,0.1449348357,2.6088270418,2.6088270418,-1.6224194963,53.8628501517,-1.6131811509,53.8306166402,1051,4579,1051,4579
"1157",1156,1157,914591,"E02002342","E02002363",10,0,0,0,1,0,0,6,1,1,1,0,6891.7248086297,0.075598581,0.7559858098,-0.2440141902,-1.6224194963,53.8628501517,-1.5348689623,53.828844426,2032,8534,2302,8839
"1160",1159,1160,914594,"E02002342","E02002367",5,0,0,0,0,0,0,5,0,0,0,0,6492.162417079,0.0818877978,0.4094389892,0.4094389892,-1.6224194963,53.8628501517,-1.5512470911,53.822437902,1821,7891,2073,8027
"1161",1160,1161,914595,"E02002342","E02002368",6,0,0,0,0,0,0,5,1,0,0,0,5955.4042849399,0.0911677866,0.5470067196,0.5470067196,-1.6224194963,53.8628501517,-1.6852862057,53.8243425956,2051,7524,3479,10251
"1163",1162,1163,914597,"E02002342","E02002371",7,0,0,0,0,0,0,7,0,0,0,0,7731.8614715725,0.0639058036,0.4473406252,0.4473406252,-1.6224194963,53.8628501517,-1.530848943,53.8193025853,2106,9571,2391,9778
"1164",1163,1164,914598,"E02002342","E02002373",21,0,0,0,5,0,0,14,1,1,0,0,5627.452677918,0.0973479758,2.0443074928,1.0443074928,-1.6224194963,53.8628501517,-1.5813803838,53.8184752721,1341,6467,1408,6778
"1165",1164,1165,914599,"E02002342","E02002374",10,0,0,0,3,0,0,6,1,0,0,0,5307.3346600422,0.1037843867,1.0378438674,1.0378438674,-1.6224194963,53.8628501517,-1.5978264373,53.8174200785,1258,6185,1240,6272
"1166",1165,1166,914600,"E02002342","E02002375",2,0,0,0,0,0,0,2,0,0,0,0,4718.8538502143,0.1167472924,0.2334945847,0.2334945847,-1.6224194963,53.8628501517,-1.6270046147,53.8205240553,1607,6258,1605,6196
"1170",1169,1170,914604,"E02002342","E02002380",9,0,0,0,1,0,0,8,0,0,0,0,5431.3885537926,0.1012410963,0.9111698663,0.9111698663,-1.6224194963,53.8628501517,-1.6413464562,53.8153341658,1744,6501,1740,6428
"1171",1170,1171,914605,"E02002342","E02002381",9,0,0,0,0,0,0,5,2,0,2,0,5470.2943249896,0.1004563806,0.9041074256,0.9041074256,-1.6224194963,53.8628501517,-1.6550978034,53.8176424986,1790,7061,1821,7058
"1172",1171,1172,914606,"E02002342","E02002384",29,0,0,1,4,0,0,20,1,0,3,0,7807.571067911,0.0629454363,1.8254176535,1.8254176535,-1.6224194963,53.8628501517,-1.5450850219,53.8096337814,1960,8824,2127,9694
"1173",1172,1173,914607,"E02002342","E02002385",21,0,0,1,2,0,1,15,2,0,0,0,6653.7658777725,0.0792834415,1.6649522725,1.6649522725,-1.6224194963,53.8628501517,-1.5824764839,53.8079116016,1570,7635,1701,8339
"1175",1174,1175,914609,"E02002342","E02002387",11,0,0,0,0,0,0,10,1,0,0,0,6081.1663402032,0.0889032951,0.9779362457,0.9779362457,-1.6224194963,53.8628501517,-1.6352400439,53.808721822,2083,7375,2120,7363
"1176",1175,1176,914610,"E02002342","E02002388",6,0,0,1,0,0,0,5,0,0,0,0,6062.0279592755,0.0892442402,0.5354654411,0.5354654411,-1.6224194963,53.8628501517,-1.6102509195,53.8088425684,1798,7609,1947,8369
"1179",1178,1179,914613,"E02002342","E02002391",14,0,0,0,1,0,0,13,0,0,0,0,7036.9999688765,0.0734336649,1.0280713092,1.0280713092,-1.6224194963,53.8628501517,-1.6682097793,53.8056954082,2286,8607,2740,9086
"1180",1179,1180,914614,"E02002342","E02002392",92,0,0,9,16,0,0,51,12,4,0,0,7639.5080388241,0.0650971563,5.9889383835,1.9889383835,-1.6224194963,53.8628501517,-1.5609149148,53.8046175701,1952,8652,2165,9661
"1184",1183,1184,914618,"E02002342","E02002396",13,0,0,0,1,0,0,11,1,0,0,0,6902.5031182151,0.0754357915,0.9806652898,0.9806652898,-1.6224194963,53.8628501517,-1.611086847,53.8011739849,2266,8535,2415,9295
"1185",1184,1185,914619,"E02002342","E02002397",7,0,0,0,0,0,0,7,0,0,0,0,7257.283708877,0.0702686486,0.4918805399,0.4918805399,-1.6224194963,53.8628501517,-1.646020275,53.7991338977,2442,8917,2536,9116
